id	bibliographicCitation	title	creator	date	source	type
1171474	Handlirsch. 1939. Neue Untersuchungen über die fossilen Insekten, part 1. Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien) 49:1-240	Neue Untersuchungen über die fossilen Insekten, part 1	Handlirsch	1939	Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien)	original
1171475	Handlirsch. 1939. Neue Untersuchungen über die fossilen Insekten, part 1. Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien) 49:142	Neue Untersuchungen über die fossilen Insekten, part 1	Handlirsch	1939	Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien)	original
1171476	Handlirsch. 1939. Neue Untersuchungen über die fossilen Insekten, part 1. Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien) 49:1-240	Neue Untersuchungen über die fossilen Insekten, part 1	Handlirsch	1939	Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien)	original
1171477	Handlirsch. 1939. Neue Untersuchungen über die fossilen Insekten, part 1. Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien) 49:142	Neue Untersuchungen über die fossilen Insekten, part 1	Handlirsch	1939	Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien)	original
1171478	Handlirsch. 1939. Neue Untersuchungen über die fossilen Insekten, part 1. Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien) 49:143	Neue Untersuchungen über die fossilen Insekten, part 1	Handlirsch	1939	Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien)	original
1171479	Handlirsch. 1939. Neue Untersuchungen über die fossilen Insekten, part 1. Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien) 49:143	Neue Untersuchungen über die fossilen Insekten, part 1	Handlirsch	1939	Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien)	original
1171480	Handlirsch. 1939. Neue Untersuchungen über die fossilen Insekten, part 1. Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien) 49:1-240	Neue Untersuchungen über die fossilen Insekten, part 1	Handlirsch	1939	Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien)	original
1171481	Handlirsch. 1939. Neue Untersuchungen über die fossilen Insekten, part 1. Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien) 49:1-240	Neue Untersuchungen über die fossilen Insekten, part 1	Handlirsch	1939	Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien)	original
1171482	Handlirsch. 1939. Neue Untersuchungen über die fossilen Insekten, part 1. Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien) 49:1-240	Neue Untersuchungen über die fossilen Insekten, part 1	Handlirsch	1939	Annalen des Naturhistorischen Museums in Wien (Ann. Naturhist. Mus. Wien)	original
1171483	Evans. 1961. Some Upper Triassic Hemiptera from Queensland. Memoirs of the Queensland Museum (Mem. Queensland Mus.) 14:23	Some Upper Triassic Hemiptera from Queensland	Evans	1961	Memoirs of the Queensland Museum (Mem. Queensland Mus.)	original
1171484	Evans. 1961. Some Upper Triassic Hemiptera from Queensland. Memoirs of the Queensland Museum (Mem. Queensland Mus.) 14:13-23	Some Upper Triassic Hemiptera from Queensland	Evans	1961	Memoirs of the Queensland Museum (Mem. Queensland Mus.)	original
1171485	Evans. 1956. Palaeozoic and Mesozoic Hemiptera (Insecta). Australian Journal of Zoology (Aust. J. Zool.) 4:245	Palaeozoic and Mesozoic Hemiptera (Insecta)	Evans	1956	Australian Journal of Zoology (Aust. J. Zool.)	original
1171486	Evans. 1956. Palaeozoic and Mesozoic Hemiptera (Insecta). Australian Journal of Zoology (Aust. J. Zool.) 4:165-258	Palaeozoic and Mesozoic Hemiptera (Insecta)	Evans	1956	Australian Journal of Zoology (Aust. J. Zool.)	original
1171487	Evans. 1956. Palaeozoic and Mesozoic Hemiptera (Insecta). Australian Journal of Zoology (Aust. J. Zool.) 4:245	Palaeozoic and Mesozoic Hemiptera (Insecta)	Evans	1956	Australian Journal of Zoology (Aust. J. Zool.)	original
1171488	Evans. 1956. Palaeozoic and Mesozoic Hemiptera (Insecta). Australian Journal of Zoology (Aust. J. Zool.) 4:165-258	Palaeozoic and Mesozoic Hemiptera (Insecta)	Evans	1956	Australian Journal of Zoology (Aust. J. Zool.)	original
1171489	Evans. 1956. Palaeozoic and Mesozoic Hemiptera (Insecta). Australian Journal of Zoology (Aust. J. Zool.) 4:246	Palaeozoic and Mesozoic Hemiptera (Insecta)	Evans	1956	Australian Journal of Zoology (Aust. J. Zool.)	original
1171490	Evans. 1956. Palaeozoic and Mesozoic Hemiptera (Insecta). Australian Journal of Zoology (Aust. J. Zool.) 4:165-258	Palaeozoic and Mesozoic Hemiptera (Insecta)	Evans	1956	Australian Journal of Zoology (Aust. J. Zool.)	original
1171491	Evans. 1963. The systematic position of the Ipsviciidae (Upper Triassic Hemiptera) and some new Upper Permian and Middle Triassic Hemiptera from Australia (Insecta). Journal of the Entomological Society of Queensland (J. Ent. Soc. Queensland) 2:22	The systematic position of the Ipsviciidae (Upper Triassic Hemiptera) and some new Upper Permian and Middle Triassic Hemiptera from Australia (Insecta)	Evans	1963	Journal of the Entomological Society of Queensland (J. Ent. Soc. Queensland)	original
1171492	Evans. 1963. The systematic position of the Ipsviciidae (Upper Triassic Hemiptera) and some new Upper Permian and Middle Triassic Hemiptera from Australia (Insecta). Journal of the Entomological Society of Queensland (J. Ent. Soc. Queensland) 2:17-23	The systematic position of the Ipsviciidae (Upper Triassic Hemiptera) and some new Upper Permian and Middle Triassic Hemiptera from Australia (Insecta)	Evans	1963	Journal of the Entomological Society of Queensland (J. Ent. Soc. Queensland)	original
1171493	Wootton. 1963. Actinoscytinidae (Hemiptera-Heteroptera) from the upper Triassic of Queensland. Annals and Magazine of Natural History (Ann. Mag. Nat. Hist.) 13 6:250	Actinoscytinidae (Hemiptera-Heteroptera) from the upper Triassic of Queensland	Wootton	1963	Annals and Magazine of Natural History (Ann. Mag. Nat. Hist.)	original
1171494	Wootton. 1963. Actinoscytinidae (Hemiptera-Heteroptera) from the upper Triassic of Queensland. Annals and Magazine of Natural History (Ann. Mag. Nat. Hist.) 13 6:249–255	Actinoscytinidae (Hemiptera-Heteroptera) from the upper Triassic of Queensland	Wootton	1963	Annals and Magazine of Natural History (Ann. Mag. Nat. Hist.)	original
1171495	Wootton. 1963. Actinoscytinidae (Hemiptera-Heteroptera) from the upper Triassic of Queensland. Annals and Magazine of Natural History (Ann. Mag. Nat. Hist.) 13 6:251	Actinoscytinidae (Hemiptera-Heteroptera) from the upper Triassic of Queensland	Wootton	1963	Annals and Magazine of Natural History (Ann. Mag. Nat. Hist.)	original
1171496	Wootton. 1963. Actinoscytinidae (Hemiptera-Heteroptera) from the upper Triassic of Queensland. Annals and Magazine of Natural History (Ann. Mag. Nat. Hist.) 13 6:249–255	Actinoscytinidae (Hemiptera-Heteroptera) from the upper Triassic of Queensland	Wootton	1963	Annals and Magazine of Natural History (Ann. Mag. Nat. Hist.)	original
1171497	Özdikmen & Demir. 2007. New substitute names for three preoccupied homopteran genera: Deltometopus Williams, 1977, Mariaella Szelegiewicz, 1961 and Progonus Popov, 1986 (Homoptera). Munis Entomology & Zoology (Mun. Entomol. Zool.) 2:437	New substitute names for three preoccupied homopteran genera: Deltometopus Williams, 1977, Mariaella Szelegiewicz, 1961 and Progonus Popov, 1986 (Homoptera)	Özdikmen & Demir	2007	Munis Entomology & Zoology (Mun. Entomol. Zool.)	original
1171498	Popov. 1986. Peloridiina (=Coleorrhyncha) et Cimicina (=Heteroptera). Transactions of the Joint Soviet-Mongolian Palaeontological Expedition (Trans. Joint Sov.-Mon. Palaeont. Esp.) 28:52	Peloridiina (=Coleorrhyncha) et Cimicina (=Heteroptera)	Popov	1986	Transactions of the Joint Soviet-Mongolian Palaeontological Expedition (Trans. Joint Sov.-Mon. Palaeont. Esp.)	original
1171498	Özdikmen & Demir. 2007. New substitute names for three preoccupied homopteran genera: Deltometopus Williams, 1977, Mariaella Szelegiewicz, 1961 and Progonus Popov, 1986 (Homoptera). Munis Entomology & Zoology (Mun. Entomol. Zool.) 2:437	New substitute names for three preoccupied homopteran genera: Deltometopus Williams, 1977, Mariaella Szelegiewicz, 1961 and Progonus Popov, 1986 (Homoptera)	Özdikmen & Demir	2007	Munis Entomology & Zoology (Mun. Entomol. Zool.)	publication
1171499	Popov. 1986. Peloridiina (=Coleorrhyncha) et Cimicina (=Heteroptera). Transactions of the Joint Soviet-Mongolian Palaeontological Expedition (Trans. Joint Sov.-Mon. Palaeont. Esp.) 28:50–83	Peloridiina (=Coleorrhyncha) et Cimicina (=Heteroptera)	Popov	1986	Transactions of the Joint Soviet-Mongolian Palaeontological Expedition (Trans. Joint Sov.-Mon. Palaeont. Esp.)	original
1171500	Popov. 1986. Peloridiina (=Coleorrhyncha) et Cimicina (=Heteroptera). Transactions of the Joint Soviet-Mongolian Palaeontological Expedition (Trans. Joint Sov.-Mon. Palaeont. Esp.) 28:50–83	Peloridiina (=Coleorrhyncha) et Cimicina (=Heteroptera)	Popov	1986	Transactions of the Joint Soviet-Mongolian Palaeontological Expedition (Trans. Joint Sov.-Mon. Palaeont. Esp.)	original
1171501	Martins-Neto & Galego. 2003. In Martins-Neto, Galego & Melchor. The Triassic insect fauna from South America (Argentina, Brazil and Chile): a checklist (except Blattoptera and Coleoptera) and descriptions of new taxa. Acta Zoologica Cracoviensia 46(splmt Fossil Insects)	The Triassic insect fauna from South America (Argentina, Brazil and Chile): a checklist (except Blattoptera and Coleoptera) and descriptions of new taxa	Martins-Neto & Galego	2003	Acta Zoologica Cracoviensia	original
1171502	Martins-Neto & Galego. 2003. In Martins-Neto, Galego & Melchor. The Triassic insect fauna from South America (Argentina, Brazil and Chile): a checklist (except Blattoptera and Coleoptera) and descriptions of new taxa. Acta Zoologica Cracoviensia 46(splmt Fossil Insects)	The Triassic insect fauna from South America (Argentina, Brazil and Chile): a checklist (except Blattoptera and Coleoptera) and descriptions of new taxa	Martins-Neto & Galego	2003	Acta Zoologica Cracoviensia	original
1171503	Martins-Neto & Galego. 2003. In Martins-Neto, Galego & Melchor. The Triassic insect fauna from South America (Argentina, Brazil and Chile): a checklist (except Blattoptera and Coleoptera) and descriptions of new taxa. Acta Zoologica Cracoviensia 46(splmt Fossil Insects):248	The Triassic insect fauna from South America (Argentina, Brazil and Chile): a checklist (except Blattoptera and Coleoptera) and descriptions of new taxa	Martins-Neto & Galego	2003	Acta Zoologica Cracoviensia	original
1171504	Martins-Neto & Galego. 2003. In Martins-Neto, Galego & Melchor. The Triassic insect fauna from South America (Argentina, Brazil and Chile): a checklist (except Blattoptera and Coleoptera) and descriptions of new taxa. Acta Zoologica Cracoviensia 46(splmt Fossil Insects):248	The Triassic insect fauna from South America (Argentina, Brazil and Chile): a checklist (except Blattoptera and Coleoptera) and descriptions of new taxa	Martins-Neto & Galego	2003	Acta Zoologica Cracoviensia	original
1171505	Becker-Migdisova. 1958. New fossil Hemiptera. Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.) 2:62	New fossil Hemiptera	Becker-Migdisova	1958	Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.)	publication
1171506	Popov. 1988. New Mesozoic Coleorrhyncha and Heteroptera from eastern Transbaikalia. Paleontologicheski Zhurnal (Paleontol. Zhurn.) 4:67	New Mesozoic Coleorrhyncha and Heteroptera from eastern Transbaikalia	Popov	1988	Paleontologicheski Zhurnal (Paleontol. Zhurn.)	original
1171507	Popov. 1988. New Mesozoic Coleorrhyncha and Heteroptera from eastern Transbaikalia. Paleontologicheski Zhurnal (Paleontol. Zhurn.) 4:67-77	New Mesozoic Coleorrhyncha and Heteroptera from eastern Transbaikalia	Popov	1988	Paleontologicheski Zhurnal (Paleontol. Zhurn.)	original
1171508	Becker-Migdisova. 1958. New fossil Hemiptera. Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.) 2:62	New fossil Hemiptera	Becker-Migdisova	1958	Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.)	original
1171509	Popov. 1982. Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia. Paleontologicheski Zhurnal (Paleontol. Zhurn.) 2:80-95	Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia	Popov	1982	Paleontologicheski Zhurnal (Paleontol. Zhurn.)	original
1171510	Becker-Migdisova. 1958. New fossil Hemiptera. Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.) 2:57-67	New fossil Hemiptera	Becker-Migdisova	1958	Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.)	original
1171511	Becker-Migdisova. 1958. New fossil Hemiptera. Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.) 2:62	New fossil Hemiptera	Becker-Migdisova	1958	Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.)	original
1171512	Becker-Migdisova. 1958. New fossil Hemiptera. Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.) 2:62	New fossil Hemiptera	Becker-Migdisova	1958	Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.)	original
1171513	Becker-Migdisova. 1958. New fossil Hemiptera. Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.) 2:57-67	New fossil Hemiptera	Becker-Migdisova	1958	Materialy k Osnovam Paleontologii (Mater. Osnov. Paleont.)	original
1171514	Popov. 1985. In Rasnitsyn [Ed.]. The Jurassic Insects of Siberia and Mongolia. Jurassic bugs and Coleorrhyncha of southern Siberia and western Mongolia  . Trudy Paleontologicheskogo Instituta Akademia Nauk SSSR (Trud. Paleont. Inst. Akad. Nauk SSSR) 211:28-47	Jurassic bugs and Coleorrhyncha of southern Siberia and western Mongolia	Popov	1985	Trudy Paleontologicheskogo Instituta Akademia Nauk SSSR (Trud. Paleont. Inst. Akad. Nauk SSSR)	original
1171515	Popov. 1982. Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia. Paleontologicheski Zhurnal (Paleontol. Zhurn.) 2:80-95	Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia	Popov	1982	Paleontologicheski Zhurnal (Paleontol. Zhurn.)	original
1171516	Popov. 1982. Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia. Paleontologicheski Zhurnal (Paleontol. Zhurn.) 2:80-95	Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia	Popov	1982	Paleontologicheski Zhurnal (Paleontol. Zhurn.)	original
1171517	Popov. 1982. Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia. Paleontologicheski Zhurnal (Paleontol. Zhurn.) 2:80-95	Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia	Popov	1982	Paleontologicheski Zhurnal (Paleontol. Zhurn.)	original
1171518	Popov. 1982. Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia. Paleontologicheski Zhurnal (Paleontol. Zhurn.) 2:80-95	Early Jurassic hemipterans of the genus Olgamartynovia (Hemiptera, Progonocimicidae) from the Middle Asia	Popov	1982	Paleontologicheski Zhurnal (Paleontol. Zhurn.)	original
1171519	Becker-Migdisova. 1962. Some new fossil Hemiptera and Psocoptera. Paleontologicheskogo Zhurnal 1962:89-104	Some new fossil Hemiptera and Psocoptera	Becker-Migdisova	1962	Paleontologicheskogo Zhurnal	original
1171520	Becker-Migdisova. 1962. Some new fossil Hemiptera and Psocoptera. Paleontologicheskogo Zhurnal 1962:89-104	Some new fossil Hemiptera and Psocoptera	Becker-Migdisova	1962	Paleontologicheskogo Zhurnal	original
1171521	Becker-Migdisova. 1962. Some new fossil Hemiptera and Psocoptera. Paleontologicheskogo Zhurnal 1962:89-104	Some new fossil Hemiptera and Psocoptera	Becker-Migdisova	1962	Paleontologicheskogo Zhurnal	original
1171522	Popov. 1993. In Klimaszewski & Popov. New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha). Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.) 1:24	New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha)	Popov	1993	Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.)	original
1171523	Popov. 1993. In Klimaszewski & Popov. New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha). Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.) 1:25	New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha)	Popov	1993	Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.)	original
1171524	Popov. 1993. In Klimaszewski & Popov. New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha). Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.) 1:26	New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha)	Popov	1993	Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.)	original
1171525	Popov. 1993. In Klimaszewski & Popov. New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha). Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.) 1:27	New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha)	Popov	1993	Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.)	original
1171526	Popov. 1993. In Klimaszewski & Popov. New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha). Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.) 1:27	New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha)	Popov	1993	Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.)	original
1171527	Popov. 1993. In Klimaszewski & Popov. New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha). Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.) 1:29	New fossil hemipteran insects from Southern England (Hemiptera: Psyllina + Coleorrhyncha)	Popov	1993	Annals of the Upper Silesian Museum, Supplement (Ann. Upper Silesian Mus., Supp.)	original
1171528	Jarzembowski. 1991. New insects from the Weald Clay of the Weald. Proceedings of the Geologists' Association (Proc. Geol. Assoc.) 102:99	New insects from the Weald Clay of the Weald	Jarzembowski	1991	Proceedings of the Geologists' Association (Proc. Geol. Assoc.)	original
1171529	Jarzembowski. 1991. New insects from the Weald Clay of the Weald. Proceedings of the Geologists' Association (Proc. Geol. Assoc.) 102:99	New insects from the Weald Clay of the Weald	Jarzembowski	1991	Proceedings of the Geologists' Association (Proc. Geol. Assoc.)	original
1171530	Heads. 2008. A new species of Yuripopovia (Coleorrhyncha: Progonocimicidae) from the Early Cretaceous of the Isle of Wight. British Journal of Entomology & Natural History (Br. J. Ent. Nat. Hist.) 21:251	A new species of Yuripopovia (Coleorrhyncha: Progonocimicidae) from the Early Cretaceous of the Isle of Wight	Heads	2008	British Journal of Entomology & Natural History (Br. J. Ent. Nat. Hist.)	original
1171531	Hong. 1983. Middle Jurassic Fossil Insects in North China, Geological Publishing House, Beijing 65	Middle Jurassic Fossil Insects in North China	Hong	1983	Middle Jurassic Fossil Insects in North China, Geological Publishing House, Beijing	original
1171531	Wang, Szwedo & Zhang. 2009. Jurassic Progonocimicidae (Hemiptera) from China and  phylogenetic evolution of Coleorrhyncha. Science in China Series D: Earth Sciences (Sci. China D: Earth Sci.) D 52(12):1955	Jurassic Progonocimicidae (Hemiptera) from China and  phylogenetic evolution of Coleorrhyncha	Wang, Szwedo & Zhang	2009	Science in China Series D: Earth Sciences (Sci. China D: Earth Sci.)	publication
1171532	Hong. 1983. Middle Jurassic Fossil Insects in North China, Geological Publishing House, Beijing 61	Middle Jurassic Fossil Insects in North China	Hong	1983	Middle Jurassic Fossil Insects in North China, Geological Publishing House, Beijing	original
1171533	Popov. 1985. In Rasnitsyn [Ed.]. The Jurassic Insects of Siberia and Mongolia. Jurassic bugs and Coleorrhyncha of southern Siberia and western Mongolia  . Trudy Paleontologicheskogo Instituta Akademia Nauk SSSR (Trud. Paleont. Inst. Akad. Nauk SSSR) 211:32	Jurassic bugs and Coleorrhyncha of southern Siberia and western Mongolia	Popov	1985	Trudy Paleontologicheskogo Instituta Akademia Nauk SSSR (Trud. Paleont. Inst. Akad. Nauk SSSR)	original
1171534	Hong. 1983. Middle Jurassic Fossil Insects in North China, Geological Publishing House, Beijing 65	Middle Jurassic Fossil Insects in North China	Hong	1983	Middle Jurassic Fossil Insects in North China, Geological Publishing House, Beijing	original
1171534	Wang, Szwedo & Zhang. 2009. Jurassic Progonocimicidae (Hemiptera) from China and  phylogenetic evolution of Coleorrhyncha. Science in China Series D: Earth Sciences (Sci. China D: Earth Sci.) D 52(12):1953-1961	Jurassic Progonocimicidae (Hemiptera) from China and  phylogenetic evolution of Coleorrhyncha	Wang, Szwedo & Zhang	2009	Science in China Series D: Earth Sciences (Sci. China D: Earth Sci.)	publication
