id	description	type
1184731	Chromatophotina, a remarkable new genus praying mantid from the Neotropioc Region and its two new species (Mantodea: Mantidae, Photinainae).	ecology
1182267	Terrestrial.	habitat
1182268	Terrestrial.	habitat
1182269	Terrestrial.	habitat
1182270	Terrestrial.	habitat
1182271	Terrestrial.	habitat
1182272	Terrestrial.	habitat
1182273	Terrestrial.	habitat
1182274	Terrestrial.	habitat
1182275	Terrestrial.	habitat
1182276	Terrestrial.	habitat
1182277	Terrestrial.	habitat
1182278	Terrestrial.	habitat
1182279	Terrestrial.	habitat
1182280	Terrestrial.	habitat
1182281	Terrestrial.	habitat
1182282	Terrestrial.	habitat
1182283	Terrestrial.	habitat
1182284	Terrestrial.	habitat
1182285	Terrestrial.	habitat
1182286	Terrestrial.	habitat
1182287	Terrestrial.	habitat
1182288	Terrestrial.	habitat
1182289	Terrestrial.	habitat
1182290	Terrestrial.	habitat
1182291	Terrestrial.	habitat
1182292	Terrestrial.	habitat
1182293	Terrestrial.	habitat
1182294	Terrestrial.	habitat
1182295	Terrestrial.	habitat
1182296	Terrestrial.	habitat
1182297	Terrestrial.	habitat
1182298	Terrestrial.	habitat
1182299	Terrestrial.	habitat
1182300	Terrestrial.	habitat
1182301	Terrestrial.	habitat
1182302	Terrestrial.	habitat
1182303	Terrestrial.	habitat
1182304	Terrestrial.	habitat
1182305	Terrestrial.	habitat
1182306	Terrestrial.	habitat
1182307	Terrestrial.	habitat
1182308	Terrestrial.	habitat
1182309	Terrestrial.	habitat
1182310	Terrestrial.	habitat
1182311	Terrestrial.	habitat
1182312	Terrestrial.	habitat
1182313	Terrestrial.	habitat
1182314	Terrestrial.	habitat
1182315	Terrestrial.	habitat
1182316	Terrestrial.	habitat
1182317	Terrestrial.	habitat
1182318	Terrestrial.	habitat
1182319	Terrestrial.	habitat
1182320	Terrestrial.	habitat
1182321	Terrestrial.	habitat
1182322	Terrestrial.	habitat
1182323	Terrestrial.	habitat
1182324	Terrestrial.	habitat
1182325	Terrestrial.	habitat
1182326	Terrestrial.	habitat
1182327	Terrestrial.	habitat
1182328	Terrestrial.	habitat
1182329	Terrestrial.	habitat
1182330	Terrestrial.	habitat
1182331	Terrestrial.	habitat
1182332	Terrestrial.	habitat
