uid	|	name	|	type	|	rank	|	
1191654	|	Scoliopsyllopsis	|	synonym	|		|	
1191658	|	Scoliopsyllopsis latreillei	|	synonym	|		|	
1191675	|	Dolopteryx	|	synonym	|		|	
1191680	|	Dorypteryx albicans	|	synonym	|		|	
1191686	|	Psocatropos	|	synonym	|		|	
1191686	|	Psocinella	|	synonym	|		|	
1191686	|	Axinopsocus	|	synonym	|		|	
1191686	|	Vulturops	|	synonym	|		|	
1191686	|	Gambrella	|	synonym	|		|	
1191686	|	Granthakita	|	synonym	|		|	
1191701	|	Dorypteryx astizi	|	synonym	|		|	
1191701	|	Psocinella slossonae	|	synonym	|		|	
1191701	|	Axinopsocus microps	|	synonym	|		|	
1191701	|	Vulturops floridensis	|	synonym	|		|	
1191701	|	Psocatropos lesnei	|	synonym	|		|	
1191701	|	Vulturops floridanus	|	synonym	|		|	
1191701	|	Vulturops termitorum	|	synonym	|		|	
1191710	|	Nymphopsocus	|	synonym	|		|	
1191710	|	Ocelloria	|	synonym	|		|	
1191710	|	Ocellataria	|	synonym	|		|	
1191710	|	Fita	|	synonym	|		|	
1191710	|	Fabrella	|	synonym	|		|	
1191738	|	Psyllipsocus collarti	|	synonym	|		|	
1191724	|	Psocus pedicularius	|	synonym	|		|	
1191724	|	Dorypteryx hageni	|	synonym	|		|	
1191724	|	Nymphopsocus destructor	|	synonym	|		|	
1191724	|	Ocelloria gravonymphia	|	synonym	|		|	
1191724	|	Ocellataria gravinympha	|	synonym	|		|	
1191724	|	Nymphopsocus troglodyta	|	synonym	|		|	
1191724	|	Nymphopsocus troglodyta algericus	|	synonym	|		|	
1191724	|	Fita vestigator	|	synonym	|		|	
1191724	|	Fabrella convexa	|	synonym	|		|	
1191724	|	Psyllipsocus ramburi brachypterus	|	synonym	|		|	
1191724	|	Psyllipsocus (Nymphopsocus) troglodytes	|	synonym	|		|	
1191710	|	Psyllipsocus (Parempheria)	|	synonym	|		|	
1191738	|	Psyllipsocus decui	|	synonym	|		|	
1191724	|	Psyllipsocus dubius	|	synonym	|		|	
1191724	|	Psyllipsocus variabilis	|	synonym	|		|	
1191761	|	Psyllipsocus ornatus	|	synonym	|		|	
1191770	|	Udamolepis	|	synonym	|		|	
1191793	|	Thylax fimbricatus	|	synonym	|		|	
1191793	|	Thylax madagascariensis	|	synonym	|		|	
1191799	|	Lepicum	|	synonym	|		|	
1191814	|	Perientomum hösemanni	|	synonym	|		|	
1191848	|	Amphientomum lepidopterum	|	synonym	|		|	
1191869	|	Pteroxaniella	|	synonym	|		|	
1191869	|	Ptenocorium	|	synonym	|		|	
1191872	|	Cyptophania alutacium	|	synonym	|		|	
1191885	|	Echmepteryx agilis	|	synonym	|		|	
1191889	|	Echmepteryx (Echmepteryx) laccinipennis	|	synonym	|		|	
1191905	|	Echmepteryx (Thylacopsis) lunulata borbonensis	|	synonym	|		|	
1191907	|	Echmepteryx costalis	|	synonym	|		|	
1191907	|	Thylacopsis albidus	|	synonym	|		|	
1191929	|	Echmepteryx (Loxopholia) argentifasciata	|	synonym	|		|	
1191938	|	Echmepteryx (Loxopholia) quadrimaculata	|	synonym	|		|	
1191963	|	Echmepteryx pauliani boryana	|	synonym	|		|	
1191963	|	Echmepteryx pauliani anosyana	|	synonym	|		|	
1191971	|	Echmepteryx yañezi	|	synonym	|		|	
1192008	|	Lepidopsocus vitattus	|	synonym	|		|	
1192019	|	Lepidilla	|	synonym	|		|	
1192019	|	Tasmanopsocus	|	synonym	|		|	
1192026	|	Hyperetes britannicus	|	synonym	|		|	
1192026	|	Pteroxanium squamosum	|	synonym	|		|	
1192026	|	Tasmanopsocus litoralis	|	synonym	|		|	
1192038	|	Lepolepsis	|	synonym	|		|	
1192041	|	Lepolepis ceylonica formosana	|	synonym	|		|	
1192057	|	Heteropsocus	|	synonym	|		|	
1192060	|	Heteropsocus dispar	|	synonym	|		|	
1192064	|	Deipnopsocus	|	synonym	|		|	
1192064	|	Rhyopsocopsis	|	synonym	|		|	
1192076	|	Rhyopsocus phillipsae	|	synonym	|		|	
1192088	|	Rhyopsocus speciophilus	|	synonym	|		|	
1192090	|	Rhyopsocus squamosus	|	synonym	|		|	
1192090	|	Rhyopsocus pescadori	|	synonym	|		|	
1192103	|	Hyperetes	|	synonym	|		|	
1192103	|	Tichobia	|	synonym	|		|	
1192103	|	Albardia	|	synonym	|		|	
1192103	|	Myopsocnema	|	synonym	|		|	
1192103	|	Zlinia	|	synonym	|		|	
1192113	|	Zlinia multispinosa	|	synonym	|		|	
1192113	|	Cerobasis bundyi	|	synonym	|		|	
1192118	|	Cerobasis anagaensis	|	synonym	|		|	
1192118	|	Cerobasis palmensis	|	synonym	|		|	
1192125	|	Hyperetes pinicola	|	synonym	|		|	
1192125	|	Cerobasis muraria	|	synonym	|		|	
1192125	|	Tichobia alternans	|	synonym	|		|	
1192125	|	Hyperetes tessulatus	|	synonym	|		|	
1192147	|	Cerobasis treptica papillata	|	synonym	|		|	
1192151	|	Paradoxides	|	synonym	|		|	
1192151	|	Paradoxenus	|	synonym	|		|	
1192151	|	Cuixa	|	synonym	|		|	
1192151	|	Heterolepinotus	|	synonym	|		|	
1192159	|	Termes pulsatorium	|	synonym	|		|	
1192159	|	Paradoxides psocoides	|	synonym	|		|	
1192159	|	Clothilla picea	|	synonym	|		|	
1192159	|	Atropos sericea	|	synonym	|		|	
1192159	|	Atropos distincta	|	synonym	|		|	
1192159	|	Cuixa canaria	|	synonym	|		|	
1192167	|	Lepinotus (Heterolepinotus) quadrispinosus	|	synonym	|		|	
1192169	|	Heterolepinotus quadrispinosus	|	synonym	|		|	
1192171	|	Clothilla inquilina	|	synonym	|		|	
1192174	|	Lepinotus reticulatus	|	synonym	|		|	
1192182	|	Atropos	|	synonym	|		|	
1192182	|	Troctes	|	synonym	|		|	
1192182	|	Clothilla	|	synonym	|		|	
1192182	|	Trocetes	|	synonym	|		|	
1192192	|	Termes lignarum	|	synonym	|		|	
1192192	|	Clothilla studiosa	|	synonym	|		|	
1192192	|	Clothilla ocelloria	|	synonym	|		|	
1192246	|	Bertkauia prisca	|	synonym	|		|	
1192246	|	Lapithes pulicarius	|	synonym	|		|	
1192242	|	Lapithes	|	synonym	|		|	
1192266	|	Epipsocus	|	synonym	|		|	
1192416	|	Mesepipsocus brazilianus	|	synonym	|		|	
1192418	|	Mesepipsocus braziliensis	|	synonym	|		|	
1192430	|	Mesepipsocus grassei	|	synonym	|		|	
1192432	|	Epipsocus ornatus	|	synonym	|		|	
1192456	|	Spordoepipsocus imperforatus	|	synonym	|		|	
1192241	|	Neurostigmatidae	|	synonym	|		|	
1192541	|	Dendroneura	|	synonym	|		|	
1192541	|	Cladipsocus	|	synonym	|		|	
1192590	|	Ptiloneura bidorsalis octoplumosa	|	synonym	|		|	
1192592	|	Ptioneuropsis	|	synonym	|		|	
1192657	|	Lenkoella	|	synonym	|		|	
1192717	|	Psocus vittatus	|	synonym	|		|	
1192717	|	Caecilius fenestratus	|	synonym	|		|	
1192717	|	Caecilius (Caecilius) fuscopterus affinis	|	synonym	|		|	
1192717	|	Caecilius fuscopterus tonkinensis	|	synonym	|		|	
1192736	|	Caecilius tenuicornis	|	synonym	|		|	
1192707	|	Mepachycera	|	synonym	|		|	
1192707	|	Coecilius	|	synonym	|		|	
1192957	|	Amphigerontia nervata	|	synonym	|		|	
1192963	|	Kodamaius khagiensis	|	synonym	|		|	
1192950	|	Stenepipsocus	|	synonym	|		|	
1192950	|	Epikodamaius	|	synonym	|		|	
1193001	|	Caecilius ambulans	|	synonym	|		|	
1193014	|	Mepleres angolensis	|	synonym	|		|	
1193014	|	Caecilius psicensis	|	synonym	|		|	
1193027	|	Caecilius macrostigma pedunculatus	|	synonym	|		|	
1193029	|	Caecilius proximus	|	synonym	|		|	
1193042	|	Dypsocus misionarius	|	synonym	|		|	
1193042	|	Dypsocus missonarius	|	synonym	|		|	
1193048	|	Coryphosmila dolobrata	|	synonym	|		|	
1193048	|	Caecilius amoenus	|	synonym	|		|	
1193048	|	Caecilius bifasciatus	|	synonym	|		|	
1193055	|	Caecilius ferrugineus	|	synonym	|		|	
1193046	|	Coryphocopis	|	synonym	|		|	
1193070	|	Caecilius arundinis	|	synonym	|		|	
1193072	|	Caecilius palmarum	|	synonym	|		|	
1193082	|	Caecilius varians	|	synonym	|		|	
1193110	|	Caecilius abjectus	|	synonym	|		|	
1193151	|	Caecilius enigmaticus	|	synonym	|		|	
1193151	|	Caecilius brunneonitens orophilus	|	synonym	|		|	
1193154	|	Psocus pedicularius	|	synonym	|		|	
1193154	|	Psocus obsoletus	|	synonym	|		|	
1193154	|	Caecilius (Caecilius) burmeisteri helveticus	|	synonym	|		|	
1193154	|	Caecilius rufus	|	synonym	|		|	
1193154	|	Caecilius minutus	|	synonym	|		|	
1193154	|	Caecilius burmeisteri lipsiensis	|	synonym	|		|	
1193169	|	Valenzuela carilloi	|	synonym	|		|	
1193185	|	Caecilius umbrosus	|	synonym	|		|	
1193202	|	Caecilius obsoletus	|	synonym	|		|	
1193225	|	Psocus ochropterus	|	synonym	|		|	
1193225	|	Psocus flavicans	|	synonym	|		|	
1193225	|	Psocus subpunctatus	|	synonym	|		|	
1193225	|	Caecilius strigosus	|	synonym	|		|	
1193225	|	Psocus boreellus	|	synonym	|		|	
1193225	|	Psocus striatus	|	synonym	|		|	
1193225	|	Psocus aurantiacus	|	synonym	|		|	
1193245	|	Valenzuela fusciangularis	|	synonym	|		|	
1193277	|	Valenzuela itrimoensis	|	synonym	|		|	
1193306	|	Valenzuela mediolunatus	|	synonym	|		|	
1193312	|	Valenzuela mesosequoiae	|	synonym	|		|	
1193322	|	Caecilius mjöbergi	|	synonym	|		|	
1193325	|	Caecilius müggenburgi	|	synonym	|		|	
1193325	|	Caecilius müggenburgi attavisticus	|	synonym	|		|	
1193325	|	Valenzuela muggenburgi	|	synonym	|		|	
1193332	|	Caecilius nebulosus	|	synonym	|		|	
1193334	|	Fülleborniella maculistigma	|	synonym	|		|	
1193336	|	Caecilius nebulosus	|	synonym	|		|	
1193346	|	Valenzuela occulatus	|	synonym	|		|	
1193348	|	Caecilius annulicornis	|	synonym	|		|	
1193357	|	Valenzuela barbatensis	|	synonym	|		|	
1193368	|	Caecilius piceus megastylus	|	synonym	|		|	
1193368	|	Caecilius piceus brevipennis	|	synonym	|		|	
1193368	|	Caecilius piceus pedunculata	|	synonym	|		|	
1193382	|	Valenzuela pseudoanalis	|	synonym	|		|	
1193392	|	Valenzuela qunarius	|	synonym	|		|	
1193190	|	Caecilius rhenanus	|	synonym	|		|	
1193190	|	Caecilius kolbei	|	synonym	|		|	
1193190	|	Valenzuela marianus	|	synonym	|		|	
1193190	|	Caecilius ferrugineus	|	synonym	|		|	
1193190	|	Caecilius ademimensis	|	synonym	|		|	
1193405	|	Valenzuela senepepidus	|	synonym	|		|	
1193405	|	Valenzuela scenepepidus	|	synonym	|		|	
1193416	|	Caecilius sinuofasciatus brachypterus	|	synonym	|		|	
1193422	|	Valenzuela stigmaticus	|	synonym	|		|	
1193428	|	Caecilius lineatus	|	synonym	|		|	
1193430	|	Caecilius nebulosus	|	synonym	|		|	
1193437	|	Valenzuela thiemi	|	synonym	|		|	
1193456	|	Valenzuela wolfhugelianus	|	synonym	|		|	
1193456	|	Caecilius wolffhügelianus	|	synonym	|		|	
1193482	|	Caecilius crotarus	|	synonym	|		|	
1193496	|	Enderleinella monospaera	|	synonym	|		|	
1193498	|	Caecilius (Caecilius) obsoletus perlatus	|	synonym	|		|	
1193509	|	Caecilius unicolor transversalis	|	synonym	|		|	
1193537	|	Paracaecilius chibalinganus	|	synonym	|		|	
1193553	|	Caecilius oculatus	|	synonym	|		|	
1193533	|	Caecilioidus	|	synonym	|		|	
1193533	|	Eocaecilius	|	synonym	|		|	
1193533	|	Badonnelipsocus	|	synonym	|		|	
1193601	|	Caecilius aurantiacus	|	synonym	|		|	
1193610	|	Fuelleborniella fulva congolensis	|	synonym	|		|	
1193614	|	Fuelleborniella nyassica	|	synonym	|		|	
1193619	|	Fülleborniella intermedia	|	synonym	|		|	
1193606	|	Fulleborniella	|	synonym	|		|	
1193606	|	Fülleborniella	|	synonym	|		|	
1193716	|	Cubipilis	|	synonym	|		|	
1193678	|	Hemerobius quadripunctatus	|	synonym	|		|	
1193678	|	Psocus subocellatus	|	synonym	|		|	
1193678	|	Psocus costalis	|	synonym	|		|	
1193678	|	Psocus nervosus	|	synonym	|		|	
1193678	|	Teratopsocus maculipennis	|	synonym	|		|	
1193678	|	Graphopsocus cruciatus brevipennis	|	synonym	|		|	
1193676	|	Teratopsocus	|	synonym	|		|	
1193746	|	Psocus rufescens	|	synonym	|		|	
1193746	|	Psocus flavescens	|	synonym	|		|	
1193746	|	Psocus venosus	|	synonym	|		|	
1193746	|	Psocus strigosus	|	synonym	|		|	
1193746	|	Psocus subfumipennis	|	synonym	|		|	
1193746	|	Psocus flavicans	|	synonym	|		|	
1193746	|	Stenopsocus immaulatus	|	synonym	|		|	
1193779	|	Hemerobius striatulus	|	synonym	|		|	
1193779	|	Stenopsocus lineolatus	|	synonym	|		|	
1193787	|	Graphopsocus uniformis frontalis	|	synonym	|		|	
1193873	|	Kolbea	|	synonym	|		|	
1193908	|	Polypsocus coleoptratus	|	synonym	|		|	
1193911	|	Psocus abruptus	|	synonym	|		|	
1193911	|	Ptilopsocus annulicornis	|	synonym	|		|	
1193911	|	Polypsocus corruptus pictilis	|	synonym	|		|	
1193911	|	Polypsocus corruptus omissus	|	synonym	|		|	
1193916	|	Polypsocus delunatus tenebrellus	|	synonym	|		|	
1193918	|	Polypsocus desertus	|	synonym	|		|	
1193906	|	Ptilopsocus	|	synonym	|		|	
1193906	|	Monocladellus	|	synonym	|		|	
1193976	|	Amphipsocus hyalinus	|	synonym	|		|	
1193979	|	Amphipsocus rubrostigma	|	synonym	|		|	
1193944	|	Rosega	|	synonym	|		|	
1194099	|	Psocus clarus	|	synonym	|		|	
1194141	|	Xenopsocus affinis	|	synonym	|		|	
1194157	|	Dasydemella gynopeza defasciata	|	synonym	|		|	
1194149	|	Casydemella	|	synonym	|		|	
1194191	|	Psocus canadensis	|	synonym	|		|	
1194191	|	Caecilius definitus	|	synonym	|		|	
1194198	|	Psocus costalis	|	synonym	|		|	
1194198	|	Caecilius altus	|	synonym	|		|	
1194198	|	Ptenopsila stigmata	|	synonym	|		|	
1194198	|	Ptenopsila hyalina	|	synonym	|		|	
1194198	|	Ptenopsila fasciata	|	synonym	|		|	
1194213	|	Mesopsocus	|	synonym	|		|	
1194259	|	Psocus flaviceps	|	synonym	|		|	
1194259	|	Psocus striatulus	|	synonym	|		|	
1194259	|	Caecilius irroratus	|	synonym	|		|	
1194259	|	Psocus lasiopterus	|	synonym	|		|	
1194259	|	Psocus pusillus	|	synonym	|		|	
1194259	|	Mesopsocus poecilopterus	|	synonym	|		|	
1194259	|	Philotarsus picicornis stigma	|	synonym	|		|	
1194259	|	Philotarsus flaviceps fuscoguttata	|	synonym	|		|	
1194284	|	Aaroniella badonneli	|	synonym	|		|	
1194287	|	Aaroniella eertmoedi	|	synonym	|		|	
1194287	|	Aaroniella hanka	|	synonym	|		|	
1194319	|	Aaroniella pallida	|	synonym	|		|	
1194327	|	Ectopsocus stricticus	|	synonym	|		|	
1194282	|	Broadheadia	|	synonym	|		|	
1194343	|	Philotarsopsis capitulatus	|	synonym	|		|	
1194349	|	Philotarsopsis delicatus	|	synonym	|		|	
1194349	|	Philotarsus greyi	|	synonym	|		|	
1194368	|	Philotarsus falklandicus	|	synonym	|		|	
1194337	|	Latrobiella	|	synonym	|		|	
1194394	|	Archipsocopsis mendax infuscata	|	synonym	|		|	
1194416	|	Archipsocus neens macropterus	|	synonym	|		|	
1194416	|	Archipsocus ghesquierei albomaculatus	|	synonym	|		|	
1194433	|	Archipsocus (Archipsocus) neens congolensis	|	synonym	|		|	
1194441	|	Archipsocus ghesquierei	|	synonym	|		|	
1194444	|	Archipsocus recens brevipennis	|	synonym	|		|	
1194449	|	Archipsocus dexter	|	synonym	|		|	
1194568	|	Dicrolachesillus	|	synonym	|		|	
1194511	|	Psocus minusculus	|	synonym	|		|	
1194510	|	Antipsocus	|	synonym	|		|	
1194510	|	Amapsocus	|	synonym	|		|	
1194510	|	Pseudopsocus	|	synonym	|		|	
1194529	|	Graphocaecilius incertus	|	synonym	|		|	
1194584	|	Lachesilla bicolor	|	synonym	|		|	
1194593	|	Lachesilla badonelli	|	synonym	|		|	
1194651	|	Lachesilla dividiforcepes	|	synonym	|		|	
1194823	|	Lachesilla garciai	|	synonym	|		|	
1194673	|	Lachesilla greeni longipennis	|	synonym	|		|	
1194688	|	Lachesilla kikurensis	|	synonym	|		|	
1194710	|	Lachesilla gridellii	|	synonym	|		|	
1194736	|	Lachesilla silvicola	|	synonym	|		|	
1194736	|	Lachesilla telsa	|	synonym	|		|	
1194746	|	Hemerobius flavicans	|	synonym	|		|	
1194746	|	Termes fatidicum	|	synonym	|		|	
1194746	|	Hemerobius abdominalis	|	synonym	|		|	
1194746	|	Hemerobius pusillus	|	synonym	|		|	
1194746	|	Psocus nigricans	|	synonym	|		|	
1194746	|	Psocus dubius	|	synonym	|		|	
1194746	|	Psocus pulsatorius	|	synonym	|		|	
1194746	|	Psocus binotatus	|	synonym	|		|	
1194746	|	Psocus domesticus	|	synonym	|		|	
1194746	|	Psocus salicis	|	synonym	|		|	
1194746	|	Psocus geologus	|	synonym	|		|	
1194746	|	Leptopsocus exiguus	|	synonym	|		|	
1194746	|	Pterodela pedicularia giardi	|	synonym	|		|	
1194746	|	Pterodela pedicularia brevipennis	|	synonym	|		|	
1194746	|	Pterodela gobiernoi	|	synonym	|		|	
1194746	|	Lachesilla limbata	|	synonym	|		|	
1194746	|	Caecilius nigrotuberculatus	|	synonym	|		|	
1194746	|	Lachesilla stigmalis	|	synonym	|		|	
1194774	|	Pterodela livida	|	synonym	|		|	
1194774	|	Pterodela machi	|	synonym	|		|	
1194774	|	Lachesilla wittmeri	|	synonym	|		|	
1194787	|	Caecilius impacatus	|	synonym	|		|	
1194792	|	Lachesilla mona	|	synonym	|		|	
1194806	|	Lachesilla pilosa	|	synonym	|		|	
1194806	|	Lachesilla montana	|	synonym	|		|	
1194829	|	Lachesilla denticulata	|	synonym	|		|	
1194568	|	Pterodela	|	synonym	|		|	
1194568	|	Leptopsocus	|	synonym	|		|	
1194568	|	Terracaecilius	|	synonym	|		|	
1194568	|	Lachesis	|	synonym	|		|	
1194914	|	Ectopsocus mozambicus	|	synonym	|		|	
1194920	|	Ectopsocus pumilis	|	synonym	|		|	
1194920	|	Ectopsocopsis lepnevae	|	synonym	|		|	
1194920	|	Ectopsocopsis biporosa	|	synonym	|		|	
1194909	|	Ectopsocoides	|	synonym	|		|	
1194934	|	Ectopsocopsis corbiformis	|	synonym	|		|	
1194940	|	Ectopsocopsis corbiformis	|	synonym	|		|	
1194946	|	Ectopsocopsis corbiformis	|	synonym	|		|	
1194951	|	Ectopsocopsis corbiformis	|	synonym	|		|	
1194954	|	Ectopsocopsis biporosa	|	synonym	|		|	
1194959	|	Ectopsocus aethiops bakeri	|	synonym	|		|	
1195073	|	Ectopsocus australis	|	synonym	|		|	
1194973	|	Ectopsocus berlesei	|	synonym	|		|	
1194979	|	Ectopsocus limbatus	|	synonym	|		|	
1194979	|	Ectopsocus borealis	|	synonym	|		|	
1194979	|	Ectopsocus parvulus	|	synonym	|		|	
1194979	|	Ectopsocus punctatus	|	synonym	|		|	
1194986	|	Ectopsocus congener	|	synonym	|		|	
1194986	|	Ectopsocus froggatti	|	synonym	|		|	
1195049	|	Ectopsocus cryptomeriae	|	synonym	|		|	
1195052	|	Ectopsocus parvulus	|	synonym	|		|	
1195052	|	Ectopsocus meridionalis tridentatus	|	synonym	|		|	
1195085	|	Ectopsocus ghesquierei	|	synonym	|		|	
1195085	|	Ectopsocus josephi	|	synonym	|		|	
1195073	|	Ectopsocus punctatus	|	synonym	|		|	
1195104	|	Peripsocus opulentus	|	synonym	|		|	
1195114	|	Ectopsocus gabelensis	|	synonym	|		|	
1195121	|	Ectopsocus dimorphus	|	synonym	|		|	
1195125	|	Ectopsocus variablis	|	synonym	|		|	
1194956	|	Micropsocus	|	synonym	|		|	
1194956	|	Chaetopsocus	|	synonym	|		|	
1194956	|	Interpsocus	|	synonym	|		|	
1194956	|	Ectopsocus	|	synonym	|		|	
1194956	|	Ectotrichus	|	synonym	|		|	
1195261	|	Psocus quadrimaculatus	|	synonym	|		|	
1195261	|	Psocus pupillatus	|	synonym	|		|	
1195264	|	Peripsocus similis	|	synonym	|		|	
1195418	|	Peripsocus bivari	|	synonym	|		|	
