id	bibliographicCitation	title	creator	date	source	type
1218741	Engel. 2008. A new apterous Zorotypus in Miocene amber from the Dominican Republic (Zoraptera: Zorotypidae)     . Acta Entomologica Slovenica 16(2):129	A new apterous Zorotypus in Miocene amber from the Dominican Republic (Zoraptera: Zorotypidae)	Engel	2008	Acta Entomologica Slovenica	original
1218742	Engel. 2008. A new apterous Zorotypus in Miocene amber from the Dominican Republic (Zoraptera: Zorotypidae)     . Acta Entomologica Slovenica 16(2):131	A new apterous Zorotypus in Miocene amber from the Dominican Republic (Zoraptera: Zorotypidae)	Engel	2008	Acta Entomologica Slovenica	original
1218743	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):155	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	original
1218743	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218743	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218744	Gurney. 1938. A synopsis of the order Zoraptera, with notes on the biology of Zorotypus hubbardi Caudell. Proceedings of the Entomological Society of Washington (Proc. Ent. Soc. Washington) 40(3):70	A synopsis of the order Zoraptera, with notes on the biology of Zorotypus hubbardi Caudell	Gurney	1938	Proceedings of the Entomological Society of Washington (Proc. Ent. Soc. Washington)	original
1218744	Choe. 1989. Zorotypus gurneyi, new species, from Panama and redescription of Z. barberi Gurney (Zoraptera: Zorotypidae). Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 82:152	Zorotypus gurneyi, new species, from Panama and redescription of Z. barberi Gurney (Zoraptera: Zorotypidae)	Choe	1989	Annals of the Entomological Society of America (Ann. ent. Soc. Amer.)	publication
1218744	Hubbard. 1990. A catalog of the Order Zoraptera (Insecta). Insecta Mundi 4:49	A catalog of the Order Zoraptera (Insecta)	Hubbard	1990	Insecta Mundi	publication
1218744	Choe. 1995. Courtship feeding and repeated mating in Zorotypus barberi (Insecta: Zoraptera). Animal Behaviour (Animal Beh.) 49(6):1511-1520	Courtship feeding and repeated mating in Zorotypus barberi (Insecta: Zoraptera)	Choe	1995	Animal Behaviour (Animal Beh.)	publication
1218744	Aberlenc. 1995. Un nouvel ordre d'insectes en Guyane francaise: les zorapteres. Entomologiste 51(1):37-38	Un nouvel ordre d'insectes en Guyane francaise: les zorapteres	Aberlenc	1995	Entomologiste	publication
1218744	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):153, 159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218744	Engel. 2000. A new Zorotypus from Peru, with notes on related Neotropical species (Zoraptera: Zortypidae). Journal of the Kansas Entomological Society 73:11-20	A new Zorotypus from Peru, with notes on related Neotropical species (Zoraptera: Zortypidae)	Engel	2000	Journal of the Kansas Entomological Society	publication
1218744	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218744	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218745	Silvestri. 1947. Descrizione di due specie neotropicali di Zorotypus (Insecta, Zoraptera). Bollettino del Laboratorio di Entomologia Agraria di Portici 7:1	Descrizione di due specie neotropicali di Zorotypus (Insecta, Zoraptera)	Silvestri	1947	Bollettino del Laboratorio di Entomologia Agraria di Portici	original
1218745	Hubbard. 1990. A catalog of the Order Zoraptera (Insecta). Insecta Mundi 4:50	A catalog of the Order Zoraptera (Insecta)	Hubbard	1990	Insecta Mundi	publication
1218745	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):151, 159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218745	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218745	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218746	Karny. 1932. Psocoptera. Insects of Samoa and other Samoan Terrestrial Arthropoda. Part VII. Other orders of insects. British Museum (Natural History) 7:118	Psocoptera. Insects of Samoa and other Samoan Terrestrial Arthropoda. Part VII. Other orders of insects.	Karny	1932	British Museum (Natural History)	original
1218746	Hubbard. 1990. A catalog of the Order Zoraptera (Insecta). Insecta Mundi 4:50	A catalog of the Order Zoraptera (Insecta)	Hubbard	1990	Insecta Mundi	publication
1218746	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218746	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218746	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218747	Van-Ryn-Tournel. 1971. Présence de l'ordre des Zoraptères au Congo et description de Zorotypus congensis sp. n. Revue de Zoologie et de Botanique Africaines 83:102	Présence de l'ordre des Zoraptères au Congo et description de Zorotypus congensis sp. n.	Van-Ryn-Tournel	1971	Revue de Zoologie et de Botanique Africaines	original
1218747	Hubbard. 1990. A catalog of the Order Zoraptera (Insecta). Insecta Mundi 4:51	A catalog of the Order Zoraptera (Insecta)	Hubbard	1990	Insecta Mundi	publication
1218747	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218747	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218747	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218748	Karny. 1923. Zorapteren aus Süd-Sumatra. Treubia : recueil de travaux zoologiques, hydrobiologiques et océanographiques 3:15	Zorapteren aus Süd-Sumatra	Karny	1923	Treubia : recueil de travaux zoologiques, hydrobiologiques et océanographiques	original
1218748	Karny. 1927. Spolia Mentawiensia. Zoraptera. Treubia : recueil de travaux zoologiques, hydrobiologiques et océanographiques 9:1, plate 1, fig. 1	Spolia Mentawiensia. Zoraptera	Karny	1927	Treubia : recueil de travaux zoologiques, hydrobiologiques et océanographiques	publication
1218748	Karny. 1932. Psocoptera. Insects of Samoa and other Samoan Terrestrial Arthropoda. Part VII. Other insect orders. (Insects of Samoa and other Samoan Terrestrial Arthropoda.) 4:119	Psocoptera	Karny	1932	Insects of Samoa and other Samoan Terrestrial Arthropoda. Part VII. Other insect orders. (Insects of Samoa and other Samoan Terrestrial Arthropoda.)	publication
1218748	Hubbard. 1990. A catalog of the Order Zoraptera (Insecta). Insecta Mundi 4:50	A catalog of the Order Zoraptera (Insecta)	Hubbard	1990	Insecta Mundi	publication
1218748	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218748	New. 2000. Zoraptera (Insecta) in East Malaysia: notes on Zorotypus caudelli Karny. Oriental Insects (Orient. Ins.) 34:78-79	Zoraptera (Insecta) in East Malaysia: notes on Zorotypus caudelli Karny	New	2000	Oriental Insects (Orient. Ins.)	publication
1218748	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218748	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218748	Dallai, Mercati, Gottardo, Machida, Mashimo & Beutel. 2011. The male reproductive system of Zorotypus caudelli Karny (Zoraptera): Sperm structure and spermiogenesis. Arthropod Structure & Development 40(6):531-547	The male reproductive system of Zorotypus caudelli Karny (Zoraptera): Sperm structure and spermiogenesis	Dallai, Mercati, Gottardo, Machida, Mashimo & Beutel	2011	Arthropod Structure & Development	publication
1218748	Mashimo, Machida, Dallai, Gottardo, Mercati & Beutel. 2011. Egg structure of Zorotypus caudelli Karny (Insecta, Zoraptera, Zorotypidae). Tissue & Cell (T & C) 43(4):230-237	Egg structure of Zorotypus caudelli Karny (Insecta, Zoraptera, Zorotypidae)	Mashimo, Machida, Dallai, Gottardo, Mercati & Beutel	2011	Tissue & Cell (T & C)	publication
1218748	Dallai, Mercati, Gottardo, Machida, Mashimo & Beutel. 2012. The fine structure of the female reproductive system of Zorotypus caudelli Karny (Zoraptera). Arthropod Structure & Development 41(1):51-63	The fine structure of the female reproductive system of Zorotypus caudelli Karny (Zoraptera)	Dallai, Mercati, Gottardo, Machida, Mashimo & Beutel	2012	Arthropod Structure & Development	publication
1218748	Mashimo, Yoshizawa, Engel, Abd. Ghani, Dallai, Beutel & Machida. 2013. Zorotypus in Peninsular Malaysia (Zoraptera: Zorotypidae), with the description of three new species. Zootaxa 3717(4):499	Zorotypus in Peninsular Malaysia (Zoraptera: Zorotypidae), with the description of three new species.	Mashimo, Yoshizawa, Engel, Abd. Ghani, Dallai, Beutel & Machida	2013	Zootaxa	publication
1218748	Matsumura, Yoshizawa, Machida, Mashimo, Dallai, Gottardo, Kleinteich, Michels, Gorb & Beutel. 2014. Two intromittent organs in Zorotypus caudelli (Insecta, Zoraptera): the paradoxical coexistence of an extremely long tube and a large spermatophore. Biological Journal of the Linnean Society (BJLS) 112(1):40-54	Two intromittent organs in Zorotypus caudelli (Insecta, Zoraptera): the paradoxical coexistence of an extremely long tube and a large spermatophore	Matsumura, Yoshizawa, Machida, Mashimo, Dallai, Gottardo, Kleinteich, Michels, Gorb & Beutel	2014	Biological Journal of the Linnean Society (BJLS)	publication
1218748	Mashimo, Beutel, Dallai, Lee & Machida. 2014. Postembryonic development of the ground louse Zorotypus caudelli Karny (lnsecta: Zoraptera: Zorotypidae). Arthropod Systematics and Phylogeny (ASP) 72(1):55-71	Postembryonic development of the ground louse Zorotypus caudelli Karny (lnsecta: Zoraptera: Zorotypidae)	Mashimo, Beutel, Dallai, Lee & Machida	2014	Arthropod Systematics and Phylogeny (ASP)	publication
1218749	Gurney. 1938. A synopsis of the order Zoraptera, with notes on the biology of Zorotypus hubbardi Caudell. Proceedings of the Entomological Society of Washington (Proc. Ent. Soc. Washington) 40(3):69	A synopsis of the order Zoraptera, with notes on the biology of Zorotypus hubbardi Caudell	Gurney	1938	Proceedings of the Entomological Society of Washington (Proc. Ent. Soc. Washington)	original
1218749	Hubbard. 1990. A catalog of the Order Zoraptera (Insecta). Insecta Mundi 4:51	A catalog of the Order Zoraptera (Insecta)	Hubbard	1990	Insecta Mundi	publication
1218749	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218749	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218749	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218750	Paulian. 1949. Découverte de l'ordre des Zoraptères à Madagascar et description d'une nouvelle espèce. Memoires de l'Institut Scientifique de Madagascar A 3:78	Découverte de l'ordre des Zoraptères à Madagascar et description d'une nouvelle espèce	Paulian	1949	Memoires de l'Institut Scientifique de Madagascar	original
1218750	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218750	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218751	Choe. 1989. Zorotypus gurneyi, new species, from Panama and redescription of Z. barberi Gurney (Zoraptera: Zorotypidae). Annals of the Entomological Society of America (Ann. ent. Soc. Amer.) 82:149	Zorotypus gurneyi, new species, from Panama and redescription of Z. barberi Gurney (Zoraptera: Zorotypidae)	Choe	1989	Annals of the Entomological Society of America (Ann. ent. Soc. Amer.)	original
1218751	Hubbard. 1990. A catalog of the Order Zoraptera (Insecta). Insecta Mundi 4:52	A catalog of the Order Zoraptera (Insecta)	Hubbard	1990	Insecta Mundi	publication
1218751	Choe. 1992. In Quintero & Aiello [Ed.]. Zoraptera of Panama with a review of the morphology, systematics, and biology of the order. Insects of Panama and Mesoamerica: selected studies, Oxford University Press, Oxford 249-256	Zoraptera of Panama with a review of the morphology, systematics, and biology of the order.	Choe	1992	Insects of Panama and Mesoamerica: selected studies, Oxford University Press, Oxford	publication
1218751	Choe. 1994. Sexual selection and mating system in Zorotypus gurneyi Choe (Insecta: Zoraptera). 1.  Dominance hierarchy and mating success. Behavioral Ecology and Sociobiology (Beh. Ecol. and Sociobio.) 34:87-93	Sexual selection and mating system in Zorotypus gurneyi Choe (Insecta: Zoraptera). 1.  Dominance hierarchy and mating success	Choe	1994	Behavioral Ecology and Sociobiology (Beh. Ecol. and Sociobio.)	publication
1218751	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):153, 159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218751	Engel. 2001. New Neotropical records for three Zorotypus species (Zoraptera: Zorotypidae). Entomological News (Ent. News) 112(4):278-280	New Neotropical records for three Zorotypus species (Zoraptera: Zorotypidae)	Engel	2001	Entomological News (Ent. News)	publication
1218751	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218751	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218752	New. 1978. Notes on Neotropical Zoraptera, with descriptions of two new species. Systematic Entomology 3:365, Figs. 16-23	Notes on Neotropical Zoraptera, with descriptions of two new species	New	1978	Systematic Entomology	original
1218752	Hubbard. 1990. A catalog of the Order Zoraptera (Insecta). Insecta Mundi 4:52	A catalog of the Order Zoraptera (Insecta)	Hubbard	1990	Insecta Mundi	publication
1218752	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218752	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218752	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
1218753	Caudell. 1918. Zorotypus hubbardi, a new species of the order Zoraptera from the United States. The Canadian Entomologist 50:375-381	Zorotypus hubbardi, a new species of the order Zoraptera from the United States	Caudell	1918	The Canadian Entomologist	original
1218753	Caudell. 1920. Zoraptera not an apterous order. Proceedings of the Entomological Society of Washington (Proc. Ent. Soc. Washington) 22:85	Zoraptera not an apterous order	Caudell	1920	Proceedings of the Entomological Society of Washington (Proc. Ent. Soc. Washington)	publication
1218753	Hubbard. 1990. A catalog of the Order Zoraptera (Insecta). Insecta Mundi 4:52	A catalog of the Order Zoraptera (Insecta)	Hubbard	1990	Insecta Mundi	publication
1218753	Rasnitsyn. 1998. On the Taxonomic Position of the Insect Order Zortypida = Zoraptera. Zoologischer Anzeiger (Zool. Anz.) 237:185-194	On the Taxonomic Position of the Insect Order Zortypida = Zoraptera	Rasnitsyn	1998	Zoologischer Anzeiger (Zool. Anz.)	publication
1218753	Engel & Grimaldi. 2000. A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order. Acta Geologica Hispanica 35(1):151, 159	A Winged Zorotypus in Miocene Amber  from the Dominican Republic (Zoraptera: Zorotypidae),  with Discussion on Relationships of and within the Order	Engel & Grimaldi	2000	Acta Geologica Hispanica	publication
1218753	Engel & Grimaldi. 2002. The first Mesozoic Zoraptera (Insecta). American Museum Novitates 3362:2	The first Mesozoic Zoraptera (Insecta)	Engel & Grimaldi	2002	American Museum Novitates	publication
1218753	Kuznetsova, Nokkala & Shcherbakov. 2002. Karyotype, reproductive organs, and pattern of gametogenesis in Zorotypus hubbardi Caudell (Insecta: Zoraptera, Zorotypidae), with discussion on relationships of the order. Canadian Journal of Zoology (CJZ) 80(6):1047-1054	Karyotype, reproductive organs, and pattern of gametogenesis in Zorotypus hubbardi Caudell (Insecta: Zoraptera, Zorotypidae), with discussion on relationships of the order	Kuznetsova, Nokkala & Shcherbakov	2002	Canadian Journal of Zoology (CJZ)	publication
1218753	Short. 2002. New record of Zoraptera in Delaware. Entomological News (Ent. News) 113(3):215	New record of Zoraptera in Delaware	Short	2002	Entomological News (Ent. News)	publication
1218753	Beutel & Weide. 2005. Cephalic anatomy of Zorotypus hubbardi (Hexapoda: Zoraptera): new evidence for a relationship with Acercaria. Zoomorphology 124(3):121-136	Cephalic anatomy of Zorotypus hubbardi (Hexapoda: Zoraptera): new evidence for a relationship with Acercaria	Beutel & Weide	2005	Zoomorphology	publication
1218753	Rafael & Engel. 2006. A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae). American Museum Novitates 3528:2	A new species of Zorotypus from central Amazonia, Brazil (Zoraptera: Zorotypidae)	Rafael & Engel	2006	American Museum Novitates	publication
